,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Cade Cunningham,0.504,9.2,29.1,-2.4,1.9,-0.011,32.6,6.7,16.1,0.416,0.471,5.6,17.4
Jerami Grant,0.556,6.9,12.5,1.2,1.1,0.075,31.9,6.3,14.9,0.426,0.491,2.4,19.2
Marvin Bagley III,0.585,13.6,6.9,0.7,0.4,0.107,27.2,6.2,11.1,0.555,0.575,1.1,14.6
Isaiah Stewart,0.55,18.4,6.9,1.6,1.8,0.091,25.6,3.5,6.9,0.51,0.526,1.2,8.3
Killian Hayes,0.461,6.9,24.6,-1.0,1.5,0.014,25.0,2.7,7.0,0.383,0.431,4.2,6.9
Cory Joseph,0.579,5.9,21.8,1.7,0.8,0.075,24.6,2.7,6.2,0.445,0.526,3.6,8.0
Frank Jackson,0.53,4.0,7.6,0.3,0.4,0.031,22.0,3.7,9.1,0.402,0.491,1.0,10.6
Hamidou Diallo,0.541,11.8,9.8,0.6,1.5,0.079,21.9,4.5,9.1,0.496,0.518,1.3,11.0
Braxton Key,0.508,13.6,8.4,0.0,0.3,0.059,21.2,3.6,7.8,0.457,0.5,1.1,8.6
Isaiah Livers,0.629,8.0,8.0,0.4,0.3,0.085,20.2,2.2,4.7,0.456,0.606,1.1,6.4
Carsen Edwards,0.378,4.1,26.2,-0.1,0.0,-0.075,19.8,2.3,7.5,0.3,0.367,3.5,5.8
Trey Lyles,0.576,13.3,9.5,1.3,0.9,0.106,19.4,3.4,7.5,0.456,0.513,1.1,10.4
Kelly Olynyk,0.561,12.5,23.3,0.8,0.8,0.104,19.1,3.2,7.2,0.448,0.517,2.8,9.1
Justin Robinson,0.457,4.2,14.3,-0.1,0.0,-0.041,18.2,1.8,5.6,0.321,0.464,1.8,5.6
Josh Jackson,0.501,9.4,10.7,-0.4,0.6,0.013,18.1,2.6,6.4,0.41,0.47,1.3,7.1
Cassius Stanley,0.516,6.6,3.9,0.0,0.1,0.021,17.2,2.1,5.1,0.413,0.457,0.4,5.8
Trayvon Palmer,0.0,6.4,0.0,-0.1,0.0,-0.133,17.0,0.0,1.0,0.0,0.0,0.0,0.0
Saben Lee,0.499,7.8,26.2,0.3,0.7,0.073,16.3,1.9,4.8,0.39,0.429,2.9,5.6
Rodney McGruder,0.577,8.0,9.6,0.7,0.4,0.075,14.8,1.9,4.4,0.436,0.564,0.9,5.4
Jamorko Pickett,0.491,9.8,5.8,0.0,0.1,0.015,13.5,1.4,3.8,0.36,0.49,0.5,3.8
Luka Garza,0.535,13.9,8.3,0.5,0.2,0.093,12.2,2.1,4.6,0.449,0.503,0.6,5.8
Micah Potter,0.505,15.7,0.0,0.0,0.0,0.073,10.3,1.7,3.7,0.455,0.455,0.0,4.0
Cheick Diallo,0.517,20.9,0.0,0.0,0.0,0.108,10.3,1.0,2.7,0.375,0.375,0.0,3.7
Deividas Sirvydis,0.15,12.0,4.9,-0.1,0.1,-0.139,9.0,0.3,3.3,0.1,0.15,0.3,1.0
Jaysean Paige,0.0,7.7,18.1,-0.1,0.0,-0.574,7.0,0.0,3.0,0.0,0.0,1.0,0.0
Jimmy Butler,0.592,9.9,26.4,6.2,2.9,0.228,33.9,7.0,14.5,0.48,0.496,5.5,21.4
Kyle Lowry,0.6,7.5,32.3,3.7,2.7,0.143,33.9,4.4,10.0,0.44,0.555,7.5,13.4
Tyler Herro,0.561,8.7,20.9,1.3,2.4,0.084,32.6,7.6,17.0,0.447,0.525,4.0,20.7
Bam Adebayo,0.608,17.5,17.5,3.6,3.5,0.188,32.6,7.3,13.0,0.557,0.557,3.4,19.1
P.J. Tucker,0.593,11.1,10.6,2.4,2.6,0.121,27.9,2.9,6.0,0.484,0.577,2.1,7.6
Duncan Robinson,0.573,5.6,9.3,1.9,2.0,0.092,25.9,3.7,9.2,0.399,0.559,1.6,10.9
Gabe Vincent,0.551,4.5,19.4,0.7,1.9,0.076,23.4,3.1,7.5,0.417,0.533,3.1,8.7
Max Strus,0.614,7.2,8.8,2.0,1.7,0.11,23.3,3.7,8.3,0.441,0.602,1.4,10.6
Caleb Martin,0.611,9.5,7.0,1.9,2.1,0.139,22.9,3.5,6.8,0.507,0.585,1.1,9.2
Mychal Mulder,0.643,3.9,6.3,0.1,0.0,0.132,22.0,2.0,5.0,0.4,0.6,1.0,7.0
Victor Oladipo,0.608,7.5,26.3,0.2,0.2,0.124,21.6,4.4,9.1,0.479,0.582,3.5,12.4
Markieff Morris,0.547,8.6,12.1,0.0,0.3,0.054,17.5,3.2,6.7,0.474,0.531,1.4,7.6
Dewayne Dedmon,0.632,20.6,6.7,1.5,2.0,0.157,15.9,2.4,4.3,0.566,0.598,0.7,6.3
Omer Yurtseven,0.546,23.6,11.0,0.8,1.4,0.145,12.6,2.3,4.4,0.526,0.528,0.9,5.3
Nik Stauskas,0.564,7.1,6.0,0.1,0.0,0.142,12.0,1.5,4.0,0.375,0.5,0.5,5.5
KZ Okpala,0.521,9.5,8.3,0.2,0.3,0.097,11.6,1.4,3.3,0.435,0.5,0.7,3.7
Marcus Garrett,0.28,10.2,7.0,-0.1,0.2,0.032,10.7,0.4,1.8,0.238,0.262,0.6,1.1
Javonte Smart,0.588,7.1,8.1,0.0,0.1,0.094,10.0,2.0,4.3,0.471,0.588,0.5,5.0
Chris Silva,0.641,22.6,10.9,0.1,0.1,0.14,9.8,0.9,1.7,0.533,0.533,0.8,2.9
Kyle Guy,0.526,5.2,13.5,-0.1,0.2,0.035,9.8,1.4,3.4,0.4,0.508,0.9,3.9
Haywood Highsmith,0.446,9.0,5.1,0.0,0.2,0.041,8.6,0.8,2.4,0.348,0.446,0.3,2.3
Udonis Haslem,0.495,17.1,7.4,-0.1,0.1,0.033,6.4,1.1,2.4,0.452,0.468,0.3,2.5
Trae Young,0.603,5.9,46.7,9.0,1.0,0.181,34.9,9.4,20.3,0.46,0.536,9.7,28.4
John Collins,0.61,13.9,8.9,3.6,1.4,0.146,30.8,6.3,11.9,0.526,0.576,1.8,16.2
De'Andre Hunter,0.547,6.1,6.1,0.4,0.7,0.034,29.8,4.8,10.8,0.442,0.506,1.3,13.4
Kevin Huerter,0.57,6.4,13.2,1.8,1.0,0.062,29.6,4.7,10.3,0.454,0.559,2.7,12.1
Bogdan Bogdanović,0.562,7.4,15.5,2.5,1.2,0.095,29.3,5.4,12.6,0.431,0.537,3.1,15.1
Chaundee Brown Jr.,0.525,9.2,6.4,0.1,0.0,0.08,27.7,3.0,8.3,0.36,0.48,1.3,9.7
Clint Capela,0.604,23.5,6.6,5.6,2.7,0.195,27.6,5.0,8.2,0.613,0.613,1.2,11.1
Wes Iwundu,0.557,8.7,0.0,0.1,0.0,0.046,27.3,2.7,6.0,0.444,0.528,0.0,7.3
Danilo Gallinari,0.579,10.1,8.5,2.8,0.8,0.105,25.3,3.9,9.0,0.434,0.528,1.5,11.7
Cam Reddish,0.537,5.8,6.9,0.1,0.5,0.034,23.4,4.1,10.1,0.402,0.487,1.1,11.9
Cameron Oliver,0.705,7.6,11.1,0.2,0.0,0.219,21.5,5.0,7.5,0.667,0.7,1.5,11.5
Onyeka Okongwu,0.714,15.6,7.6,3.1,1.1,0.202,20.7,3.3,4.7,0.69,0.69,1.1,8.2
Delon Wright,0.576,8.3,16.6,2.2,1.5,0.121,18.9,1.6,3.5,0.454,0.535,2.4,4.4
Malcolm Hill,0.871,7.1,2.9,0.2,0.1,0.252,15.3,1.7,2.7,0.625,0.813,0.3,5.7
Lou Williams,0.5,6.0,18.6,0.2,0.4,0.034,14.3,2.2,5.7,0.391,0.448,1.9,6.3
Timothé Luwawu-Cabarrot,0.556,6.6,7.7,0.6,0.3,0.061,13.2,1.4,3.6,0.398,0.516,0.8,4.4
Lance Stephenson,0.396,11.7,19.9,-0.1,0.0,-0.023,11.7,0.8,2.2,0.385,0.385,1.8,1.8
Solomon Hill,0.2,9.1,10.3,-0.1,0.1,-0.006,10.7,0.2,1.5,0.15,0.2,0.9,0.6
Gorgui Dieng,0.624,17.8,12.7,0.8,0.4,0.155,8.4,1.2,2.5,0.473,0.603,0.8,3.5
Skylar Mays,0.589,6.2,10.8,0.2,0.1,0.061,7.9,1.1,2.3,0.5,0.563,0.6,2.9
Kevin Knox,0.457,10.8,8.8,0.0,0.1,0.031,6.5,0.9,2.6,0.356,0.411,0.4,2.7
Jalen Johnson,0.59,11.9,3.7,-0.1,0.1,0.013,5.5,1.0,1.9,0.537,0.573,0.1,2.4
Cat Barber,0.0,12.6,26.7,-0.1,0.0,-0.45,4.3,0.0,1.3,0.0,0.0,1.0,0.0
Sharife Cooper,0.25,7.0,16.3,-0.2,0.0,-0.297,3.0,0.2,1.1,0.214,0.25,0.4,0.5
Miles Bridges,0.593,10.4,15.7,5.0,2.3,0.123,35.5,7.5,15.2,0.491,0.554,3.8,20.2
Terry Rozier,0.566,6.8,19.7,4.3,1.6,0.115,33.7,7.1,16.0,0.444,0.539,4.5,19.3
LaMelo Ball,0.554,11.0,35.7,3.4,2.5,0.116,32.3,7.2,16.7,0.429,0.517,7.6,20.1
Gordon Hayward,0.57,7.6,16.1,1.9,1.0,0.087,31.9,5.8,12.6,0.459,0.528,3.6,15.9
P.J. Washington,0.588,10.1,11.2,1.8,1.6,0.091,27.2,3.8,8.2,0.47,0.573,2.3,10.3
Cody Martin,0.579,8.1,12.4,2.4,1.5,0.101,26.3,2.9,6.0,0.482,0.554,2.5,7.7
Kelly Oubre Jr.,0.56,8.0,6.2,1.8,1.4,0.079,26.3,5.4,12.3,0.44,0.542,1.1,15.0
Mason Plumlee,0.603,16.7,16.4,2.7,2.0,0.127,24.6,2.8,4.4,0.641,0.641,3.1,6.5
Montrezl Harrell,0.672,12.3,13.9,1.9,0.3,0.203,21.0,4.4,6.9,0.645,0.645,2.0,11.4
Jalen McDaniels,0.595,10.1,8.7,1.0,0.7,0.093,16.3,2.2,4.6,0.484,0.565,1.1,6.2
Ish Smith,0.434,5.9,25.9,-0.5,0.3,-0.011,13.8,2.0,5.0,0.395,0.422,2.6,4.5
Isaiah Thomas,0.557,5.1,17.0,0.2,0.1,0.078,12.9,3.1,7.1,0.433,0.529,1.4,8.3
James Bouknight,0.459,9.1,11.9,-0.1,0.1,0.001,9.8,1.6,4.5,0.348,0.408,0.8,4.6
JT Thor,0.525,8.7,9.2,0.1,0.2,0.058,7.9,0.7,1.7,0.436,0.5,0.6,2.0
Nick Richards,0.689,12.4,4.9,0.6,0.3,0.125,7.3,1.2,1.8,0.667,0.667,0.3,3.0
Vernon Carey Jr.,0.546,15.6,0.0,0.0,0.0,0.099,4.3,0.8,1.5,0.5,0.5,0.0,2.0
Scottie Lewis,0.568,0.0,16.2,0.0,0.0,0.164,3.5,0.0,0.0,,,0.5,0.5
Kai Jones,0.628,9.2,8.6,0.0,0.0,0.009,3.0,0.4,0.7,0.643,0.679,0.2,1.0
Arnoldas Kulboka,0.0,0.0,0.0,0.0,0.0,-0.217,2.5,0.0,0.5,0.0,0.0,0.0,0.0
Bradley Beal,0.539,7.3,30.8,0.6,0.7,0.046,36.0,8.7,19.3,0.451,0.492,6.6,23.2
Kyle Kuzma,0.547,14.1,16.3,0.0,2.0,0.044,33.4,6.4,14.2,0.452,0.52,3.5,17.1
Kentavious Caldwell-Pope,0.568,6.2,9.1,1.4,1.4,0.058,30.2,4.7,10.8,0.435,0.531,1.9,13.2
Spencer Dinwiddie,0.501,8.6,27.5,0.9,0.7,0.058,30.2,4.2,11.2,0.376,0.447,5.8,12.6
Kristaps Porziņģis,0.606,17.3,17.9,1.6,0.6,0.22,28.2,7.2,15.2,0.475,0.531,2.9,22.1
Brad Wanamaker,0.554,8.2,33.9,0.1,0.0,0.216,27.0,2.0,5.0,0.4,0.4,7.0,7.0
Montrezl Harrell,0.684,15.3,13.9,4.2,0.9,0.217,24.3,5.4,8.3,0.645,0.65,2.1,14.1
Deni Avdija,0.536,11.9,11.8,0.6,1.8,0.058,24.2,3.0,7.1,0.432,0.503,2.0,8.4
Corey Kispert,0.586,6.4,6.7,1.6,0.7,0.061,23.4,3.0,6.7,0.455,0.564,1.1,8.2
Rui Hachimura,0.579,9.4,7.9,0.9,0.6,0.073,22.5,4.5,9.1,0.491,0.563,1.1,11.3
Ish Smith,0.489,7.5,36.1,0.1,0.5,0.052,22.0,4.0,8.8,0.457,0.488,5.2,8.6
Daniel Gafford,0.708,15.6,7.3,4.4,1.6,0.198,20.1,4.0,5.7,0.693,0.693,0.9,9.4
Raul Neto,0.538,5.4,22.9,0.7,0.8,0.053,19.6,2.9,6.3,0.463,0.502,3.1,7.5
Tomáš Satoranský,0.563,8.1,35.0,0.7,0.3,0.12,18.9,1.8,3.8,0.476,0.512,4.9,4.9
Thomas Bryant,0.607,13.6,7.9,0.7,0.4,0.118,16.3,2.9,5.5,0.52,0.561,0.9,7.4
Aaron Holiday,0.547,5.6,17.1,0.1,0.4,0.038,16.2,2.4,5.2,0.467,0.521,1.9,6.1
Dāvis Bertāns,0.527,6.7,4.4,0.0,0.3,0.025,14.7,1.8,5.0,0.351,0.485,0.5,5.7
Anthony Gill,0.682,10.2,8.3,1.1,0.2,0.14,10.5,1.4,2.5,0.569,0.633,0.6,4.1
Greg Monroe,0.5,30.8,9.0,0.0,0.0,0.135,9.0,2.0,4.0,0.5,0.5,0.5,4.0
Vernon Carey Jr.,0.526,14.4,0.0,0.0,0.0,0.049,9.0,1.3,2.3,0.571,0.571,0.0,4.0
Tremont Waters,0.5,0.0,0.0,0.0,0.0,0.058,8.0,1.0,2.0,0.5,0.5,0.0,2.0
Jordan Schakel,0.21,14.8,0.0,-0.2,0.0,-0.204,7.5,0.3,2.8,0.091,0.136,0.0,1.3
Craig Sword,0.75,0.0,7.7,0.0,0.0,0.158,6.3,1.0,1.3,0.75,0.75,0.3,2.0
Isaiah Todd,0.349,9.0,7.3,-0.2,0.1,-0.104,6.2,0.6,2.2,0.269,0.346,0.3,1.7
Alize Johnson,0.311,36.9,0.0,-0.1,0.0,-0.183,6.0,0.7,2.0,0.333,0.333,0.0,1.3
Cassius Winston,0.549,1.4,24.4,0.0,0.0,0.015,5.6,0.6,1.6,0.364,0.455,1.0,2.0
Jordan Goodwin,0.0,9.2,0.0,-0.1,0.0,-0.533,3.0,0.0,1.5,0.0,0.0,0.0,0.0
Jaime Echenique,,0.0,0.0,0.0,0.0,-0.012,3.0,0.0,0.0,,,0.0,0.0
Joel Ayayi,0.167,8.3,25.4,0.0,0.0,-0.098,2.9,0.1,0.9,0.167,0.167,0.6,0.3
Cole Anthony,0.519,8.9,28.9,-0.1,1.7,0.038,31.7,5.5,14.0,0.391,0.464,5.7,16.3
Franz Wagner,0.559,7.7,15.7,2.1,1.9,0.079,30.7,5.8,12.3,0.468,0.517,2.9,15.2
Wendell Carter Jr.,0.601,18.5,15.4,2.6,2.4,0.129,29.9,5.8,11.0,0.525,0.576,2.8,15.0
Devin Cannady,0.531,2.2,10.0,0.0,0.1,0.033,29.0,3.0,8.8,0.341,0.511,2.0,10.0
Gary Harris,0.571,3.7,9.5,1.1,1.0,0.06,28.4,3.9,9.1,0.434,0.539,1.8,11.1
Jalen Suggs,0.455,6.9,24.9,-3.0,1.3,-0.06,27.2,4.1,11.4,0.361,0.4,4.4,11.8
Mo Bamba,0.582,16.5,7.4,1.8,2.7,0.118,25.7,4.2,8.7,0.48,0.566,1.2,10.6
Chuma Okeke,0.501,10.5,10.1,-0.3,2.5,0.06,25.0,3.1,8.2,0.376,0.478,1.7,8.6
Terrence Ross,0.515,5.9,12.5,-0.5,0.9,0.011,23.0,3.5,8.8,0.397,0.467,1.8,10.0
R.J. Hampton,0.481,7.3,16.9,-1.3,1.1,-0.005,21.9,2.7,7.1,0.383,0.453,2.5,7.6
Hassani Gravett,0.629,6.5,17.0,0.1,0.1,0.071,21.4,2.3,4.8,0.474,0.618,2.5,6.3
Markelle Fultz,0.517,7.2,48.9,0.0,0.4,0.053,20.0,4.6,9.7,0.474,0.486,5.5,10.8
Tim Frazier,0.394,5.0,22.6,-0.2,0.1,-0.037,20.0,1.3,4.3,0.302,0.372,3.3,3.7
Jeff Dowtin,0.327,7.5,12.5,-0.1,0.1,-0.033,19.3,1.3,4.8,0.263,0.289,1.8,3.3
Robin Lopez,0.57,10.9,14.4,0.5,0.3,0.064,17.0,3.1,5.5,0.553,0.558,1.5,7.1
B.J. Johnson,0.52,12.2,0.0,0.1,0.0,0.065,16.3,2.8,6.3,0.44,0.52,0.0,6.5
Moritz Wagner,0.623,12.8,15.4,1.8,1.0,0.138,15.2,3.1,6.3,0.497,0.581,1.4,9.0
Aleem Ford,0.35,10.7,3.8,-0.2,0.1,-0.103,14.8,1.2,4.0,0.3,0.35,0.4,2.8
Freddie Gillespie,0.419,16.0,5.9,-0.1,0.2,0.049,13.2,1.0,2.4,0.409,0.409,0.6,2.3
Mychal Mulder,0.405,5.7,2.2,-0.5,0.1,-0.091,13.0,1.3,4.5,0.299,0.396,0.2,3.7
Ignas Brazdeikis,0.52,7.1,10.7,0.2,0.3,0.041,12.8,1.9,4.5,0.431,0.503,0.9,5.0
Admiral Schofield,0.538,10.0,7.9,-0.1,0.3,0.027,12.3,1.4,3.4,0.419,0.519,0.7,3.8
Donovan Mitchell,0.572,6.8,27.7,4.7,2.5,0.152,33.8,9.2,20.5,0.448,0.533,5.3,25.9
Rudy Gobert,0.732,25.0,5.1,7.3,4.3,0.264,32.1,5.5,7.7,0.713,0.713,1.1,15.6
Royce O'Neale,0.608,8.4,10.5,2.7,2.8,0.109,31.2,2.6,5.8,0.457,0.591,2.5,7.4
Bojan Bogdanović,0.599,7.6,8.7,3.6,1.6,0.118,30.9,6.1,13.4,0.455,0.552,1.7,18.1
Mike Conley,0.572,5.8,27.7,4.4,2.3,0.157,28.6,4.8,11.0,0.435,0.542,5.3,13.7
Jordan Clarkson,0.532,7.0,14.5,1.5,2.0,0.079,27.1,5.9,14.1,0.419,0.504,2.5,16.0
Joe Ingles,0.551,6.4,19.0,1.3,0.9,0.094,24.9,2.6,6.3,0.404,0.54,3.5,7.2
Danuel House Jr.,0.61,7.6,7.0,0.7,0.6,0.125,19.6,2.2,4.9,0.447,0.585,1.0,6.8
Rudy Gay,0.539,12.8,7.8,0.8,1.3,0.097,18.9,2.9,6.9,0.414,0.507,1.0,8.1
Hassan Whiteside,0.662,23.3,3.4,3.4,2.3,0.238,17.9,3.3,5.1,0.652,0.652,0.4,8.2
Juancho Hernangómez,0.638,11.0,6.5,0.6,0.4,0.149,17.5,2.2,4.3,0.507,0.651,0.8,6.2
Trent Forrest,0.554,7.1,18.6,0.5,0.8,0.084,12.8,1.3,2.6,0.49,0.506,1.8,3.3
Eric Paschall,0.612,7.9,7.1,1.4,0.5,0.127,12.7,2.0,4.1,0.485,0.57,0.6,5.8
Udoka Azubuike,0.743,19.9,0.0,0.3,0.3,0.157,11.5,2.2,2.9,0.755,0.755,0.0,4.7
Nickeil Alexander-Walker,0.497,8.5,15.5,0.0,0.2,0.07,9.9,1.1,3.2,0.333,0.438,1.1,3.5
Denzel Valentine,0.625,12.2,0.0,0.0,0.0,-0.026,9.0,1.0,2.0,0.5,0.625,0.0,2.5
Greg Monroe,0.743,19.0,16.7,0.2,0.0,0.39,8.7,1.3,1.7,0.8,0.8,1.0,4.0
Jared Butler,0.509,6.8,26.0,0.0,0.5,0.057,8.6,1.5,3.6,0.404,0.497,1.5,3.8
Elijah Hughes,0.576,8.3,7.6,0.0,0.1,0.063,8.0,1.1,2.6,0.417,0.556,0.4,3.1
Norvel Pelle,0.6,17.3,0.0,0.0,0.0,0.038,6.3,1.0,1.7,0.6,0.6,0.0,2.0
Malik Fitts,0.333,15.6,0.0,-0.1,0.0,-0.104,5.0,0.3,1.3,0.222,0.333,0.0,0.9
Zylan Cheatham,0.0,0.0,0.0,-0.1,0.0,-0.61,5.0,0.0,3.0,0.0,0.0,0.0,0.0
Xavier Sneed,0.313,7.1,4.1,0.0,0.0,-0.033,4.4,0.3,1.1,0.25,0.313,0.1,0.7
Miye Oni,0.265,8.7,14.2,-0.1,0.0,-0.032,2.8,0.1,0.6,0.222,0.278,0.3,0.3
Nikola Jokić,0.661,23.0,42.6,10.8,4.5,0.296,33.5,10.3,17.7,0.583,0.62,7.9,27.1
Will Barton,0.548,8.3,17.6,1.2,1.9,0.067,32.1,5.5,12.6,0.438,0.525,3.9,14.7
Aaron Gordon,0.602,10.3,11.6,3.2,2.0,0.105,31.7,5.8,11.1,0.52,0.573,2.5,15.0
Monte Morris,0.583,5.6,21.4,3.9,1.5,0.116,29.9,5.0,10.3,0.484,0.564,4.4,12.6
Michael Porter Jr.,0.416,12.4,8.9,-0.5,0.3,-0.032,29.4,4.1,11.4,0.359,0.408,1.9,9.9
Jeff Green,0.627,7.0,7.3,2.7,1.2,0.101,24.7,3.7,7.1,0.524,0.574,1.3,10.3
Austin Rivers,0.546,4.3,8.0,0.1,1.1,0.037,22.1,2.2,5.2,0.417,0.53,1.3,6.0
Bones Hyland,0.558,8.0,21.2,1.1,1.3,0.088,19.0,3.3,8.3,0.403,0.518,2.8,10.1
PJ Dozier,0.463,10.3,11.3,-0.1,0.4,0.038,18.9,2.0,5.5,0.364,0.439,1.6,5.4
Facundo Campazzo,0.503,5.5,24.1,0.6,1.3,0.081,18.2,1.6,4.6,0.361,0.459,3.4,5.1
Bryn Forbes,0.578,2.7,8.0,0.5,0.2,0.054,17.4,2.9,6.9,0.424,0.545,1.0,8.6
Zeke Nnaji,0.629,11.8,3.4,1.2,0.6,0.123,17.0,2.3,4.5,0.516,0.616,0.4,6.6
JaMychal Green,0.587,14.5,7.6,1.2,1.4,0.118,16.2,2.4,4.9,0.486,0.537,0.9,6.4
DeMarcus Cousins,0.565,22.3,19.1,-0.2,0.8,0.065,13.9,3.0,6.6,0.456,0.515,1.7,8.9
Davon Reed,0.624,9.0,10.7,0.9,0.7,0.117,13.9,1.7,3.4,0.503,0.618,1.1,4.4
Vlatko Čančar,0.657,9.8,13.2,0.3,0.1,0.114,11.7,1.5,2.7,0.561,0.646,1.1,4.1
Rayjon Tucker,0.798,7.7,16.7,0.1,0.0,0.213,9.7,0.3,0.7,0.5,0.75,1.3,2.0
Bol Bol,0.565,13.8,9.1,0.0,0.1,0.065,5.8,1.1,1.9,0.556,0.574,0.4,2.4
Markus Howard,0.567,3.8,6.2,0.1,0.2,0.082,5.7,1.3,3.3,0.386,0.525,0.2,4.1
James Ennis III,0.311,8.0,29.8,0.0,0.0,-0.134,4.7,0.7,2.0,0.333,0.333,1.0,1.3
Petr Cornelie,0.418,20.6,10.8,-0.1,0.0,-0.015,2.9,0.4,1.2,0.333,0.367,0.2,1.1
Carlik Jones,0.5,0.0,0.0,0.0,0.0,-0.03,2.0,0.5,1.0,0.5,0.5,0.0,1.0
Anthony Edwards,0.56,7.5,17.4,1.8,2.4,0.084,34.3,7.6,17.3,0.441,0.527,3.8,21.3
Karl-Anthony Towns,0.64,15.7,18.0,7.1,3.2,0.199,33.5,8.7,16.4,0.529,0.591,3.6,24.6
D'Angelo Russell,0.544,5.6,33.1,2.9,1.5,0.101,32.0,6.2,15.0,0.411,0.502,7.1,18.1
Jaden McDaniels,0.553,8.7,6.1,0.7,1.7,0.065,25.8,3.6,7.9,0.46,0.532,1.1,9.2
Patrick Beverley,0.539,8.7,24.5,2.3,1.7,0.132,25.4,3.1,7.5,0.406,0.501,4.6,9.2
Jarred Vanderbilt,0.612,17.8,6.7,3.1,2.9,0.153,25.4,2.9,4.9,0.587,0.59,1.3,6.9
Malik Beasley,0.544,6.2,8.5,1.7,1.2,0.069,25.0,4.2,10.8,0.391,0.532,1.5,12.1
Greg Monroe,0.578,15.9,28.1,0.1,0.1,0.149,20.3,3.3,5.5,0.591,0.591,4.0,7.3
Taurean Prince,0.589,7.9,8.1,1.0,1.2,0.09,17.1,2.6,5.7,0.454,0.564,1.0,7.3
Naz Reid,0.588,13.3,8.7,1.5,1.6,0.125,15.8,3.0,6.2,0.489,0.549,0.9,8.3
Jaylen Nowell,0.581,6.8,20.2,2.1,0.7,0.138,15.7,3.2,6.7,0.475,0.551,2.1,8.5
Jordan McLaughlin,0.535,5.6,26.1,1.3,1.0,0.123,14.5,1.4,3.2,0.44,0.508,2.9,3.8
Josh Okogie,0.526,7.3,6.2,0.1,0.5,0.062,10.5,0.9,2.1,0.404,0.471,0.5,2.7
Nathan Knight,0.603,17.1,11.9,0.6,0.3,0.171,7.2,1.2,2.4,0.511,0.534,0.6,3.7
Leandro Bolmaro,0.419,9.6,11.0,-0.1,0.2,0.004,6.9,0.5,1.5,0.315,0.361,0.6,1.4
Jake Layman,0.5,8.4,5.3,-0.1,0.2,0.024,6.8,0.9,2.1,0.411,0.466,0.3,2.4
McKinley Wright IV,0.833,0.0,20.9,0.0,0.0,0.092,3.8,0.4,0.6,0.667,0.833,0.6,1.0
Chris Silva,,17.9,0.0,0.0,0.0,0.052,3.0,0.0,0.0,,,0.0,0.0
Damian Lillard,0.55,6.2,34.0,1.7,0.1,0.079,36.4,7.7,19.0,0.402,0.486,7.3,24.0
CJ McCollum,0.532,6.6,22.5,0.7,0.3,0.04,35.2,8.1,18.5,0.436,0.52,4.5,20.5
Norman Powell,0.593,5.4,10.0,1.8,0.3,0.076,33.3,6.2,13.6,0.456,0.542,2.1,18.7
Josh Hart,0.622,9.2,23.1,0.8,0.2,0.112,32.1,7.1,14.1,0.503,0.587,4.3,19.9
Robert Covington,0.519,10.5,6.7,-0.3,1.4,0.037,29.8,2.7,7.0,0.381,0.499,1.4,7.6
Drew Eubanks,0.678,15.7,9.1,1.6,0.3,0.144,29.5,6.2,9.6,0.646,0.656,1.6,14.5
Anfernee Simons,0.583,4.9,22.2,2.0,-0.1,0.055,29.5,6.2,14.0,0.443,0.555,3.9,17.3
Jusuf Nurkić,0.586,21.5,16.6,2.0,1.7,0.11,28.2,5.7,10.7,0.535,0.548,2.8,15.0
Justise Winslow,0.465,12.8,16.9,0.0,0.2,0.037,26.8,4.3,10.5,0.405,0.448,2.9,10.7
Brandon Williams,0.476,6.4,23.1,-0.7,0.2,-0.037,26.7,4.4,11.8,0.372,0.427,3.9,12.9
Nassir Little,0.575,11.9,7.4,1.2,0.6,0.076,25.9,3.5,7.5,0.46,0.541,1.3,9.8
Keon Johnson,0.457,5.9,17.0,-0.7,0.2,-0.043,25.5,3.6,10.0,0.357,0.428,2.9,9.7
Kris Dunn,0.482,8.0,35.1,-0.1,0.3,0.024,24.0,3.1,7.3,0.431,0.436,5.6,7.6
Larry Nance Jr.,0.581,13.4,12.5,1.3,0.6,0.104,23.2,2.8,5.4,0.515,0.563,2.0,6.9
CJ Elleby,0.491,10.6,10.6,-0.1,0.5,0.016,20.2,2.1,5.3,0.393,0.453,1.5,5.8
Ben McLemore,0.567,4.4,7.3,0.7,0.2,0.031,20.1,3.4,8.4,0.401,0.541,0.9,10.2
Reggie Perry,0.532,14.3,11.7,0.0,0.2,0.057,19.7,4.3,8.7,0.5,0.519,1.3,10.0
Trendon Watford,0.59,12.6,14.6,1.4,0.5,0.104,18.1,3.0,5.6,0.532,0.549,1.7,7.6
Didi Louzada,0.567,6.8,4.7,0.0,0.0,0.008,17.4,1.7,4.3,0.4,0.55,0.6,5.0
Dennis Smith Jr.,0.474,7.6,30.5,-0.1,0.5,0.031,17.2,2.1,5.1,0.418,0.434,3.6,5.6
Cameron McGriff,0.47,17.9,9.4,0.1,0.0,0.097,15.3,1.7,4.7,0.357,0.429,1.0,4.7
Elijah Hughes,0.375,7.0,7.1,-0.7,0.1,-0.079,14.6,1.5,4.9,0.296,0.366,0.7,3.8
