,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Tyler Johnson,0.3,5.9,11.0,0.0,0.0,0.006,17.7,0.7,3.3,0.2,0.3,1.7,2.0
Bryn Forbes,0.572,4.9,8.6,0.3,0.4,0.053,16.9,3.2,7.4,0.432,0.539,1.0,9.1
Tre Jones,0.545,7.1,27.0,1.9,0.9,0.121,16.6,2.4,4.9,0.49,0.504,3.4,6.0
Keita Bates-Diop,0.578,12.7,5.7,0.6,1.0,0.08,16.2,2.3,4.5,0.517,0.549,0.7,5.7
Thaddeus Young,0.574,13.2,22.9,0.5,0.5,0.124,14.2,2.8,4.9,0.578,0.578,2.3,6.1
Drew Eubanks,0.588,17.3,11.1,0.6,0.8,0.114,12.1,1.7,3.2,0.528,0.531,1.0,4.7
Jock Landale,0.597,12.3,10.6,1.0,0.4,0.121,10.9,1.9,3.8,0.495,0.566,0.8,4.9
Romeo Langford,0.523,4.9,5.8,0.0,0.0,0.053,10.8,1.0,1.8,0.571,0.571,0.5,2.8
Juancho Hernangómez,0.451,15.4,6.9,0.0,0.1,0.055,10.2,0.4,1.2,0.333,0.333,0.6,1.4
Tomáš Satoranský,0.852,5.8,0.0,0.0,0.0,0.2,9.0,0.0,0.0,,,0.0,3.0
Devontae Cacok,0.675,18.2,6.9,0.3,0.3,0.206,8.1,1.4,2.1,0.677,0.677,0.4,3.1
Joe Wieskamp,0.494,3.6,5.5,0.1,0.1,0.035,7.1,0.7,1.9,0.357,0.482,0.3,2.1
Jaylen Morris,0.129,6.6,14.0,-0.1,0.0,-0.376,5.3,0.0,2.0,0.0,0.0,0.7,0.7
Anthony Lamb,0.0,6.6,27.9,0.0,0.0,-0.138,4.0,0.0,1.0,0.0,0.0,1.0,0.0
Jalen Green,0.547,5.8,13.1,0.5,0.2,0.015,31.9,6.1,14.2,0.426,0.508,2.6,17.3
Kevin Porter Jr.,0.531,7.7,30.7,0.0,0.8,0.021,31.3,5.5,13.2,0.415,0.511,6.2,15.6
Christian Wood,0.595,18.0,12.2,2.9,2.0,0.112,30.8,6.5,12.9,0.501,0.576,2.3,17.9
Eric Gordon,0.614,3.7,14.1,1.5,-0.1,0.04,29.3,4.7,9.9,0.475,0.585,2.7,13.4
Dennis Schröder,0.519,6.8,32.0,0.1,0.1,0.02,26.9,3.7,9.3,0.393,0.461,5.9,10.9
Jae'Sean Tate,0.567,11.2,16.9,1.9,1.1,0.071,26.4,4.7,9.3,0.498,0.541,2.8,11.8
Garrison Mathews,0.602,6.1,5.3,2.2,0.5,0.078,26.3,2.8,7.1,0.399,0.55,1.0,10.0
Daniel Theis,0.554,12.2,5.1,0.1,0.3,0.028,22.5,3.2,6.9,0.469,0.534,0.8,8.4
KJ Martin,0.603,9.9,9.4,2.3,0.6,0.084,21.0,3.5,6.6,0.533,0.591,1.3,8.8
Alperen Sengun,0.552,14.5,19.1,0.8,1.3,0.068,20.7,3.5,7.3,0.474,0.502,2.6,9.6
Josh Christopher,0.534,7.7,17.3,-0.4,0.7,0.01,18.0,3.0,6.8,0.448,0.504,2.0,7.9
Armoni Brooks,0.49,6.4,10.3,-0.2,0.2,0.002,16.8,2.1,6.1,0.347,0.474,1.2,6.2
D.J. Augustin,0.596,4.4,20.5,0.2,0.0,0.017,15.0,1.6,4.0,0.404,0.548,2.2,5.4
Danuel House Jr.,0.467,10.1,11.5,-0.3,0.1,-0.049,14.6,1.6,4.6,0.338,0.405,1.2,4.8
David Nwaba,0.567,13.6,8.5,0.8,0.5,0.105,13.2,1.8,3.8,0.483,0.526,0.8,5.1
Daishen Nix,0.48,6.9,21.5,-0.3,0.1,-0.033,10.9,1.1,2.8,0.403,0.455,1.7,3.2
Usman Garuba,0.51,19.1,9.6,0.2,0.3,0.105,10.0,0.8,1.8,0.432,0.489,0.7,2.0
Bruno Fernando,0.699,23.4,6.3,0.2,0.1,0.164,9.4,2.9,4.1,0.707,0.707,0.3,6.9
Trevelin Queen,0.619,11.9,8.8,0.1,0.1,0.08,7.4,1.5,3.3,0.455,0.591,0.4,4.3
