,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Erick Dampier,0.58,17.4,4.9,2.3,2.3,0.135,27.3,3.4,6.2,0.55,0.55,0.9,9.2
Keith Van Horn,0.554,10.5,8.5,1.3,0.8,0.145,23.6,4.4,9.6,0.462,0.505,1.2,12.2
Marquis Daniels,0.484,8.6,14.6,0.7,1.9,0.086,23.5,3.7,8.4,0.437,0.443,2.1,9.1
Devin Harris,0.53,4.9,22.5,1.1,1.6,0.111,15.4,2.1,4.8,0.429,0.489,2.2,5.7
Alan Henderson,0.539,16.2,2.6,1.5,1.5,0.122,15.4,1.5,2.8,0.527,0.527,0.3,3.5
Shawn Bradley,0.494,13.5,2.5,0.4,1.5,0.102,11.5,1.1,2.4,0.452,0.452,0.2,2.7
Darrell Armstrong,0.44,6.5,27.5,0.1,0.7,0.069,11.1,0.7,2.3,0.305,0.352,2.2,2.3
Calvin Booth,0.477,12.4,2.4,0.1,0.5,0.106,7.7,1.0,2.3,0.43,0.43,0.1,2.4
Dan Dickau,0.268,3.5,8.8,-0.1,0.0,-0.259,4.0,0.3,2.0,0.125,0.188,0.3,1.3
D.J. Mbenga,0.476,7.7,0.0,-0.1,0.1,-0.029,3.9,0.4,0.9,0.429,0.429,0.0,1.0
Pavel Podkolzin,0.568,11.2,0.0,-0.1,0.0,-0.214,2.0,0.0,0.0,,,0.0,0.2
Jim Jackson,0.538,6.8,14.5,0.3,1.2,0.075,41.3,4.9,11.8,0.417,0.512,3.6,13.3
Tracy McGrady,0.526,8.9,28.6,6.5,5.4,0.18,40.8,9.2,21.3,0.431,0.473,5.7,25.7
David Wesley,0.536,4.5,14.0,2.2,2.2,0.115,34.1,3.7,9.2,0.404,0.494,2.9,10.9
Bob Sura,0.533,10.2,27.3,1.8,2.9,0.119,31.5,3.5,8.3,0.427,0.481,5.2,10.3
Yao Ming,0.614,15.9,5.0,6.0,4.7,0.21,30.6,6.7,12.2,0.552,0.552,0.8,18.3
Juwan Howard,0.494,12.4,10.2,1.0,2.2,0.094,26.6,4.0,8.9,0.451,0.451,1.5,9.6
Charlie Ward,0.453,6.3,18.4,-0.1,0.5,0.061,25.7,1.7,5.5,0.312,0.416,3.1,5.4
Mike James,0.533,7.2,21.1,1.2,1.0,0.155,25.6,4.7,10.8,0.433,0.505,2.9,12.4
Maurice Taylor,0.465,10.6,10.2,-0.9,1.3,0.018,23.8,3.3,7.7,0.435,0.44,1.4,7.8
Jon Barry,0.588,6.5,18.5,2.0,1.7,0.144,23.2,2.5,5.5,0.447,0.55,2.6,7.0
Tyronn Lue,0.481,4.9,19.6,0.0,0.5,0.049,22.8,2.3,5.8,0.393,0.455,2.8,6.0
Dikembe Mutombo,0.575,20.5,1.3,2.0,2.7,0.186,15.2,1.4,2.7,0.498,0.498,0.1,4.0
Scott Padgett,0.549,11.5,9.5,1.2,1.6,0.141,14.3,1.5,3.5,0.421,0.528,0.8,4.2
Clarence Weatherspoon,0.475,13.5,5.2,0.3,0.8,0.098,13.1,1.2,2.9,0.412,0.412,0.4,3.1
Boštjan Nachbar,0.507,8.6,6.9,0.1,0.2,0.08,12.8,0.9,2.7,0.349,0.465,0.6,3.1
Rod Strickland,0.295,8.0,29.7,-0.5,0.2,-0.051,12.3,0.6,2.7,0.209,0.221,2.4,1.8
Andre Barrett,0.381,3.5,20.5,-0.3,0.4,0.017,11.6,0.7,2.6,0.29,0.355,1.6,2.1
Reece Gaines,0.452,5.9,4.5,-0.1,0.1,0.017,10.8,1.0,2.7,0.37,0.426,0.3,2.6
Ryan Bowen,0.462,7.3,4.7,0.2,0.9,0.087,9.2,0.7,1.7,0.423,0.437,0.3,1.7
Moochie Norris,0.237,6.0,20.0,-0.2,0.0,-0.168,6.5,0.5,2.7,0.188,0.188,0.8,1.3
Vin Baker,0.205,9.0,10.7,-0.1,0.0,-0.344,4.3,0.0,1.3,0.0,0.0,0.3,0.7
Torraye Braggs,0.429,29.2,0.0,0.0,0.0,0.073,3.4,0.4,1.0,0.429,0.429,0.0,0.9
Brandin Knight,0.0,0.0,46.5,0.0,0.0,-0.205,3.0,0.0,1.0,0.0,0.0,1.0,0.0
Pau Gasol,0.582,13.7,14.7,4.1,2.8,0.184,32.0,6.4,12.4,0.514,0.514,2.4,17.8
Shane Battier,0.555,9.8,8.3,4.4,3.4,0.149,31.5,3.4,7.7,0.442,0.499,1.6,9.9
Mike Miller,0.614,7.9,17.8,4.5,2.6,0.148,30.0,5.1,10.1,0.505,0.597,2.9,13.4
Lorenzen Wright,0.501,16.1,6.7,1.3,3.8,0.108,28.6,4.0,8.5,0.469,0.469,1.1,9.6
James Posey,0.5,9.5,10.3,0.4,1.9,0.079,27.6,2.5,7.1,0.357,0.434,1.8,8.1
Jason Williams,0.522,3.7,35.6,2.5,1.9,0.106,27.5,3.7,9.1,0.413,0.496,5.6,10.1
Brian Cardinal,0.51,9.4,13.3,1.1,2.4,0.116,24.7,2.8,7.4,0.37,0.421,2.0,9.0
Earl Watson,0.5,5.4,34.2,0.1,2.2,0.062,22.6,3.0,6.9,0.426,0.473,4.5,7.7
Bonzi Wells,0.515,9.2,10.2,0.6,2.5,0.1,21.6,3.9,8.9,0.441,0.47,1.2,10.4
Stromile Swift,0.517,12.8,6.2,0.6,2.3,0.107,21.3,3.7,8.1,0.449,0.449,0.7,10.1
Dahntay Jones,0.534,6.4,5.5,0.2,0.6,0.066,12.5,1.6,3.7,0.437,0.497,0.4,4.5
Antonio Burks,0.534,3.3,21.9,0.2,0.3,0.103,9.1,1.2,2.5,0.467,0.492,1.2,3.0
Ryan Humphrey,0.428,16.5,3.3,-0.3,0.4,0.013,9.1,1.2,2.9,0.408,0.408,0.2,2.9
Jake Tsakalidis,0.542,12.1,6.0,0.3,0.4,0.107,9.0,1.0,2.1,0.5,0.5,0.3,2.5
Andre Emmett,0.427,4.3,0.0,0.0,0.0,-0.038,3.5,0.3,0.8,0.333,0.333,0.0,0.9
David Wesley,0.481,5.4,21.6,0.1,0.6,0.038,35.9,5.1,13.2,0.389,0.43,4.2,13.9
P.J. Brown,0.512,15.5,11.2,4.0,2.9,0.118,34.4,4.1,9.2,0.446,0.446,2.2,10.8
Baron Davis,0.492,6.7,44.0,1.1,0.6,0.138,32.9,6.2,16.8,0.366,0.439,7.2,18.9
Dan Dickau,0.521,5.1,31.2,2.3,1.3,0.082,31.0,4.6,11.2,0.408,0.464,5.2,13.2
Jamaal Magloire,0.48,17.3,7.6,-0.4,0.7,0.019,30.6,4.3,9.9,0.432,0.432,1.3,11.7
Lee Nailon,0.511,8.7,11.3,1.3,0.9,0.053,29.7,6.1,12.8,0.478,0.478,1.6,14.2
Darrell Armstrong,0.422,6.9,28.5,-0.3,0.3,-0.002,29.4,3.8,11.4,0.333,0.387,4.6,10.1
Rodney Rogers,0.447,9.5,12.2,-1.3,0.7,-0.035,29.4,3.6,9.6,0.377,0.42,2.0,9.2
J.R. Smith,0.478,4.8,14.6,-0.7,0.9,0.006,24.5,3.9,9.8,0.394,0.449,1.9,10.3
Casey Jacobsen,0.543,5.7,12.6,1.1,0.5,0.074,23.4,2.3,5.7,0.398,0.462,1.7,7.6
Speedy Claxton,0.422,5.0,42.3,-0.2,0.4,0.027,22.8,2.6,6.9,0.373,0.377,5.5,6.8
Chris Andersen,0.581,17.0,9.1,2.7,1.8,0.152,21.3,2.9,5.3,0.534,0.534,1.1,7.7
George Lynch,0.412,11.0,15.5,-0.9,0.9,0.0,21.2,1.5,4.3,0.36,0.389,2.0,3.7
Boštjan Nachbar,0.537,7.9,10.3,0.5,0.9,0.057,20.7,2.7,6.7,0.397,0.485,1.2,8.1
Matt Freije,0.356,8.2,7.6,-0.8,0.3,-0.052,19.2,1.6,5.5,0.291,0.346,0.9,4.0
Junior Harrington,0.421,6.8,19.9,-0.8,0.5,-0.028,19.0,2.2,6.1,0.36,0.376,2.1,5.6
David West,0.479,13.8,7.6,-0.3,0.6,0.022,18.4,2.5,5.7,0.436,0.442,0.8,6.2
Alex Garcia,0.409,6.1,22.1,-0.1,0.1,-0.018,18.3,2.3,6.5,0.346,0.394,2.3,5.5
Jackson Vroman,0.46,14.8,9.0,-0.8,0.8,-0.005,18.0,2.1,5.1,0.415,0.415,0.9,5.4
Maciej Lampe,0.406,12.9,6.9,-0.2,0.2,0.009,12.4,1.5,4.0,0.386,0.386,0.5,3.4
Corsley Edwards,0.372,13.5,4.6,0.0,0.1,0.026,11.0,1.0,3.1,0.323,0.323,0.3,2.7
Lonny Baxter,0.253,13.2,0.0,-0.2,0.0,-0.266,9.0,0.8,2.8,0.273,0.273,0.0,1.5
