,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
MarShon Brooks,0.578,7.0,15.2,0.2,0.1,0.072,12.7,2.4,4.9,0.489,0.551,1.2,6.4
Elias Harris,0.0,4.9,11.4,0.0,0.0,0.018,5.5,0.0,0.5,0.0,0.0,0.5,0.0
Tony Parker,0.555,4.4,31.7,3.9,1.9,0.141,29.4,6.7,13.4,0.499,0.513,5.7,16.7
Tim Duncan,0.535,18.8,16.0,2.8,4.6,0.164,29.2,6.0,12.2,0.49,0.49,3.0,15.1
Kawhi Leonard,0.602,12.1,10.4,3.8,3.9,0.193,29.1,5.1,9.8,0.522,0.576,2.0,12.8
Marco Belinelli,0.605,6.3,13.2,3.5,2.4,0.14,25.2,4.2,8.7,0.485,0.576,2.2,11.4
Boris Diaw,0.578,9.3,16.3,2.3,2.6,0.12,25.0,3.8,7.3,0.521,0.559,2.8,9.1
Danny Green,0.58,7.8,8.9,1.4,2.8,0.122,24.3,3.2,7.4,0.432,0.562,1.5,9.1
Manu Ginóbili,0.59,7.3,29.0,3.3,2.4,0.176,22.8,4.3,9.2,0.469,0.541,4.3,12.3
Tiago Splitter,0.572,16.1,10.1,2.3,2.1,0.163,21.5,3.1,5.9,0.523,0.523,1.5,8.2
Patty Mills,0.588,6.2,15.3,3.4,2.1,0.175,18.9,3.8,8.2,0.464,0.565,1.8,10.2
Malcolm Thomas,0.205,33.8,0.0,-0.1,0.0,-0.107,15.0,1.0,4.0,0.25,0.25,0.0,2.0
Cory Joseph,0.558,6.4,17.2,1.6,1.3,0.148,13.8,1.9,3.9,0.475,0.498,1.7,5.0
Jeff Ayres,0.605,15.3,8.6,1.0,1.4,0.121,13.0,1.4,2.4,0.58,0.58,0.8,3.3
Nando De Colo,0.545,8.4,15.1,0.1,0.5,0.101,11.6,1.6,3.6,0.452,0.505,1.2,4.3
Matt Bonner,0.582,10.6,6.1,0.8,1.0,0.123,11.3,1.2,2.7,0.445,0.573,0.5,3.2
Shannon Brown,0.36,7.1,6.4,-0.3,0.1,-0.102,10.3,0.8,2.8,0.286,0.286,0.5,2.3
Damion James,0.304,13.5,7.5,-0.1,0.1,0.01,10.0,0.4,1.8,0.222,0.222,0.6,1.2
Aron Baynes,0.467,16.6,9.9,-0.1,0.6,0.055,9.3,1.3,3.1,0.436,0.436,0.6,3.0
Othyus Jeffers,0.595,9.9,3.9,0.1,0.0,0.121,8.5,0.8,1.3,0.6,0.6,0.3,1.8
Austin Daye,0.499,9.8,7.9,0.0,0.2,0.08,8.2,1.5,3.9,0.382,0.491,0.4,4.1
James Harden,0.618,6.9,27.3,10.1,2.7,0.221,38.0,7.5,16.5,0.456,0.529,6.1,25.4
Chandler Parsons,0.565,8.2,17.3,5.1,2.5,0.131,37.6,6.3,13.3,0.472,0.538,4.0,16.6
Dwight Howard,0.6,20.1,9.3,4.0,4.1,0.161,33.7,6.7,11.3,0.591,0.593,1.8,18.3
Patrick Beverley,0.545,6.2,12.8,2.7,1.6,0.116,31.3,3.6,8.6,0.414,0.509,2.7,10.2
Jeremy Lin,0.572,5.1,22.3,2.8,1.6,0.103,28.9,4.2,9.3,0.446,0.508,4.1,12.5
Terrence Jones,0.577,14.1,7.0,4.6,2.7,0.169,27.3,5.1,9.4,0.542,0.564,1.1,12.1
Ömer Aşık,0.57,21.7,3.8,1.0,1.5,0.121,20.2,2.1,4.0,0.532,0.532,0.5,5.8
Francisco García,0.521,6.3,8.6,0.8,0.9,0.078,19.7,2.1,5.3,0.401,0.519,1.1,5.7
Josh Powell,0.333,14.6,0.0,-0.1,0.0,-0.094,19.0,2.0,6.0,0.333,0.333,0.0,4.0
Omri Casspi,0.528,11.3,10.5,1.0,1.4,0.091,18.1,2.4,5.8,0.422,0.496,1.2,6.9
Aaron Brooks,0.529,4.8,18.1,0.6,0.5,0.076,16.7,2.4,6.1,0.395,0.498,1.9,7.0
Jordan Hamilton,0.528,9.7,8.0,0.2,0.4,0.08,16.6,2.3,5.8,0.393,0.496,0.9,6.6
Donatas Motiejūnas,0.504,13.1,5.5,0.3,1.0,0.069,15.4,2.1,4.8,0.443,0.478,0.5,5.5
Troy Daniels,0.677,3.0,11.4,0.2,0.0,0.15,15.0,3.0,6.2,0.484,0.677,1.0,8.4
Isaiah Canaan,0.506,5.3,13.2,0.0,0.2,0.031,11.5,1.4,4.0,0.356,0.46,1.0,4.6
Greg Smith,0.629,15.0,0.0,0.2,0.1,0.119,9.1,1.6,2.5,0.643,0.643,0.0,3.5
Ronnie Brewer,0.22,4.9,8.2,-0.1,0.1,0.004,6.9,0.1,0.7,0.2,0.233,0.4,0.3
Robert Covington,0.571,8.2,0.0,0.1,0.0,0.122,4.9,0.9,2.0,0.429,0.571,0.0,2.3
Zach Randolph,0.51,17.4,12.7,2.9,3.5,0.113,34.2,7.1,15.2,0.467,0.468,2.5,17.4
Mike Conley,0.545,5.2,30.1,5.5,2.7,0.161,33.5,6.3,14.1,0.45,0.5,6.0,17.2
Marc Gasol,0.526,12.7,17.7,2.6,3.1,0.137,33.4,5.7,12.1,0.473,0.474,3.6,14.6
Courtney Lee,0.574,5.6,8.7,2.2,1.5,0.12,30.0,4.2,8.8,0.476,0.532,1.7,11.0
Tayshaun Prince,0.438,7.1,8.9,-0.2,1.8,0.038,25.6,2.6,6.5,0.407,0.427,1.6,6.0
Tony Allen,0.531,9.6,11.7,0.5,2.1,0.1,23.2,3.7,7.5,0.494,0.507,1.7,9.0
Jerryd Bayless,0.473,5.4,15.6,0.4,0.6,0.077,21.0,2.9,7.7,0.377,0.429,2.1,8.1
Mike Miller,0.619,7.2,11.5,2.6,1.4,0.111,20.8,2.6,5.4,0.481,0.602,1.6,7.1
James Johnson,0.552,10.3,18.2,1.4,1.6,0.15,18.4,2.8,5.9,0.464,0.5,2.1,7.4
Quincy Pondexter,0.52,5.7,11.0,0.2,0.2,0.063,18.0,2.1,5.3,0.392,0.462,1.3,6.3
Kosta Koufos,0.514,18.4,4.7,1.3,2.2,0.124,16.9,2.8,5.7,0.495,0.495,0.5,6.4
Nick Calathes,0.506,6.9,26.5,-0.1,1.6,0.062,16.5,2.0,4.4,0.457,0.487,2.9,4.9
Ed Davis,0.542,16.1,4.5,1.2,1.4,0.129,15.2,2.5,4.6,0.534,0.534,0.4,5.7
Darius Morris,0.433,7.2,17.4,-0.1,0.1,-0.016,13.2,1.2,3.2,0.375,0.438,1.6,3.0
Jon Leuer,0.566,14.6,5.2,1.1,0.9,0.149,13.1,2.5,5.0,0.492,0.539,0.4,6.2
Jamaal Franklin,0.489,8.5,5.4,-0.2,0.2,-0.002,7.7,0.8,1.9,0.41,0.474,0.3,1.9
Beno Udrih,0.654,2.2,18.0,0.1,0.0,0.117,5.5,1.0,1.8,0.556,0.611,0.6,2.7
Seth Curry,,0.0,0.0,0.0,0.0,0.006,4.0,0.0,0.0,,,0.0,0.0
Monta Ellis,0.532,5.6,24.8,2.8,2.1,0.078,36.9,7.0,15.6,0.451,0.478,5.7,19.0
Dirk Nowitzki,0.603,10.9,14.2,8.6,2.3,0.199,32.9,7.9,15.9,0.497,0.549,2.7,21.7
Shawn Marion,0.537,11.9,7.6,2.2,2.1,0.086,31.7,4.5,9.3,0.482,0.523,1.6,10.4
José Calderón,0.596,4.5,22.4,5.4,0.8,0.122,30.5,4.2,9.2,0.456,0.584,4.7,11.4
Vince Carter,0.539,8.3,16.5,3.0,1.3,0.105,24.4,4.1,10.0,0.407,0.497,2.6,11.9
Devin Harris,0.517,6.0,31.0,1.2,0.4,0.094,20.5,2.4,6.4,0.378,0.439,4.5,7.9
Samuel Dalembert,0.605,19.4,3.4,2.9,2.1,0.147,20.2,2.7,4.7,0.568,0.568,0.5,6.6
Brandan Wright,0.695,13.1,4.7,4.1,1.0,0.227,18.6,3.9,5.7,0.677,0.677,0.5,9.1
Jae Crowder,0.551,8.9,6.7,1.2,1.1,0.089,16.1,1.7,3.8,0.439,0.524,0.8,4.6
DeJuan Blair,0.557,17.5,8.9,1.8,1.5,0.133,15.6,2.7,5.0,0.534,0.534,0.9,6.4
Shane Larkin,0.446,5.0,20.4,-0.4,0.3,-0.01,10.2,1.1,2.9,0.38,0.423,1.5,2.8
Gal Mekel,0.4,5.3,30.1,-0.5,0.1,-0.073,9.4,1.0,2.8,0.349,0.378,2.0,2.4
Wayne Ellington,0.554,6.3,7.1,0.4,0.2,0.084,8.7,1.2,2.8,0.437,0.536,0.4,3.2
Bernard James,0.503,16.6,2.8,0.0,0.2,0.04,4.9,0.4,0.8,0.478,0.478,0.1,0.9
Ricky Ledo,0.506,3.5,9.5,0.0,0.0,0.024,3.0,0.5,1.5,0.353,0.441,0.2,1.7
Ryan Anderson,0.572,10.4,3.6,2.2,0.1,0.138,36.1,7.0,16.1,0.438,0.532,0.8,19.8
Anthony Davis,0.582,16.6,8.0,7.2,3.2,0.212,35.2,7.8,15.0,0.519,0.52,1.6,20.8
Jrue Holiday,0.505,7.2,38.9,0.8,0.7,0.064,33.6,6.0,13.4,0.447,0.48,7.9,14.3
Eric Gordon,0.54,4.7,16.6,2.0,0.5,0.058,32.1,5.6,12.8,0.436,0.498,3.3,15.4
Tyreke Evans,0.504,9.8,30.4,1.8,1.3,0.073,28.2,5.4,12.5,0.436,0.448,5.0,14.5
Jason Smith,0.495,12.7,5.6,0.5,0.4,0.054,26.8,4.2,9.1,0.465,0.465,0.9,9.7
Al-Farouq Aminu,0.516,14.1,8.4,1.3,1.8,0.072,25.6,2.9,6.2,0.474,0.487,1.4,7.2
Brian Roberts,0.529,4.7,22.1,2.0,0.2,0.063,23.2,3.4,8.1,0.42,0.475,3.3,9.4
Austin Rivers,0.482,5.6,18.7,0.2,0.4,0.023,19.4,2.8,6.9,0.405,0.443,2.3,7.7
Anthony Morrow,0.57,5.7,6.7,2.1,0.3,0.081,18.8,3.1,6.8,0.458,0.542,0.8,8.4
Greg Stiemsma,0.584,13.0,5.0,0.5,1.0,0.072,18.3,1.3,2.2,0.574,0.574,0.7,2.9
Luke Babbitt,0.525,10.8,9.4,0.5,0.2,0.074,17.5,2.2,5.7,0.39,0.506,1.1,6.3
Alexis Ajinça,0.589,16.9,6.6,1.2,0.9,0.104,17.0,2.4,4.4,0.546,0.546,0.7,5.9
Darius Miller,0.55,4.2,8.7,0.6,0.2,0.055,16.1,1.6,3.7,0.44,0.515,1.0,4.4
Melvin Ely,0.5,2.2,0.0,0.0,0.0,0.011,13.5,1.5,3.0,0.5,0.5,0.0,3.0
Jeff Withey,0.59,12.7,5.6,1.2,0.6,0.128,11.8,1.2,2.2,0.535,0.535,0.4,3.3
Lou Amundson,0.446,17.4,4.7,-0.1,0.2,0.024,10.2,0.9,1.8,0.5,0.5,0.3,2.1
James Southerland,0.543,17.2,0.0,0.0,0.0,0.098,9.0,1.7,4.0,0.417,0.542,0.0,4.7
Lance Thomas,0.279,9.7,9.7,-0.1,0.0,-0.117,8.4,0.4,1.8,0.222,0.222,0.6,1.2
Arinze Onuaku,0.307,16.3,16.2,0.0,0.0,-0.016,8.3,0.3,1.3,0.25,0.25,1.0,1.0
Josh Childress,,7.3,10.7,0.0,0.0,-0.003,6.0,0.0,0.0,,,0.5,0.0
