,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
James Anderson,0.529,4.7,9.2,0.1,0.2,0.051,11.0,1.2,3.1,0.383,0.494,0.7,3.6
Steve Novak,0.744,6.8,2.4,0.6,0.2,0.195,8.6,1.3,2.6,0.525,0.72,0.1,4.0
Othyus Jeffers,0.333,14.5,18.6,0.0,0.0,-0.183,8.0,1.0,3.0,0.333,0.333,1.0,2.0
Bobby Simmons,0.0,0.0,15.7,0.0,0.0,-0.138,8.0,0.0,1.5,0.0,0.0,1.0,0.0
Chris Quinn,0.428,5.0,21.1,-0.1,0.2,0.024,7.1,0.8,2.2,0.363,0.423,1.0,2.0
Garrett Temple,0.17,5.5,12.7,-0.1,0.0,-0.135,7.0,0.3,1.7,0.2,0.2,0.7,0.7
Ime Udoka,0.285,8.5,13.2,-0.2,0.2,0.008,6.5,0.3,1.1,0.238,0.238,0.7,0.7
Larry Owens,0.58,7.5,4.6,0.0,0.0,0.151,4.4,0.4,0.9,0.5,0.583,0.1,1.3
Alonzo Gee,0.333,9.7,0.0,-0.1,0.0,-0.175,3.6,0.2,0.6,0.333,0.333,0.0,0.4
Dirk Nowitzki,0.612,12.0,14.2,7.8,3.3,0.213,34.3,8.4,16.2,0.517,0.545,2.6,23.0
Jason Kidd,0.5,7.7,35.4,2.5,3.9,0.116,33.2,2.7,7.5,0.361,0.472,8.2,7.9
Jason Terry,0.545,3.5,22.2,2.8,2.5,0.1,31.3,6.0,13.3,0.451,0.509,4.1,15.8
Caron Butler,0.523,8.0,9.1,0.2,1.0,0.067,29.9,5.9,13.0,0.45,0.487,1.6,15.0
Shawn Marion,0.551,14.3,8.3,2.3,3.4,0.12,28.2,5.4,10.4,0.52,0.523,1.4,12.5
Tyson Chandler,0.697,19.7,2.4,5.8,3.5,0.218,27.8,3.6,5.5,0.654,0.654,0.4,10.1
J.J. Barea,0.535,5.6,31.2,1.9,1.4,0.093,20.6,3.5,8.0,0.439,0.49,3.9,9.5
Peja Stojaković,0.563,7.6,7.0,0.7,0.5,0.118,20.2,3.2,7.4,0.429,0.543,0.9,8.6
Brendan Haywood,0.532,16.5,2.1,0.8,2.1,0.104,18.5,1.8,3.1,0.574,0.574,0.3,4.4
Rodrigue Beaubois,0.5,6.1,21.9,-0.4,0.7,0.022,17.7,3.4,8.0,0.422,0.478,2.3,8.4
Sasha Pavlović,0.551,4.3,6.3,0.0,0.2,0.067,16.3,1.5,3.5,0.429,0.529,0.7,4.1
DeShawn Stevenson,0.549,5.4,10.0,0.8,1.0,0.074,16.1,1.8,4.6,0.388,0.53,1.1,5.3
Corey Brewer,0.573,9.1,13.3,0.3,0.3,0.163,11.4,1.9,3.9,0.49,0.529,0.9,5.3
Brian Cardinal,0.672,5.6,9.1,1.0,0.7,0.132,11.0,0.8,1.8,0.43,0.64,0.7,2.6
Ian Mahinmi,0.645,14.4,2.5,1.0,0.8,0.177,8.7,1.0,1.8,0.561,0.561,0.1,3.1
Dominique Jones,0.4,10.8,20.8,-0.2,0.2,0.007,7.5,0.8,2.5,0.311,0.311,1.1,2.3
Alexis Ajinça,0.435,13.3,4.3,0.0,0.1,0.084,7.5,1.2,3.2,0.375,0.422,0.2,2.9
Steve Novak,0.688,16.2,0.0,0.1,0.0,0.205,2.6,0.6,1.1,0.5,0.688,0.0,1.6
Chris Paul,0.578,6.9,45.8,9.5,4.4,0.232,36.0,5.4,11.6,0.463,0.502,9.8,15.9
David West,0.558,13.1,12.7,4.4,3.4,0.152,35.0,7.5,14.9,0.508,0.509,2.3,18.9
Trevor Ariza,0.487,9.5,10.0,-0.4,3.8,0.062,34.7,4.0,10.2,0.398,0.451,2.2,11.0
Emeka Okafor,0.584,18.2,3.0,2.7,3.8,0.136,31.8,4.2,7.3,0.573,0.573,0.6,10.3
Carl Landry,0.578,9.5,3.8,1.0,0.6,0.125,26.2,4.7,8.8,0.527,0.527,0.6,11.8
Marco Belinelli,0.56,4.7,8.0,1.9,1.5,0.084,24.5,3.8,8.6,0.437,0.534,1.2,10.5
Willie Green,0.515,5.9,7.6,0.3,1.5,0.052,21.7,3.5,7.9,0.443,0.488,1.0,8.7
Jarrett Jack,0.505,5.8,22.6,1.0,1.3,0.082,19.6,3.0,7.4,0.412,0.44,2.6,8.5
Marcus Thornton,0.494,10.7,10.3,0.0,0.9,0.057,16.2,3.0,7.3,0.41,0.463,0.9,7.8
Peja Stojaković,0.624,4.1,11.5,0.2,0.1,0.144,14.8,2.3,5.5,0.424,0.591,1.0,7.5
Jason Smith,0.49,13.3,5.3,0.2,1.4,0.07,14.3,1.8,4.0,0.443,0.443,0.5,4.3
Jerryd Bayless,0.443,6.1,29.9,-0.3,0.1,-0.05,13.5,1.5,4.5,0.347,0.378,2.5,4.5
Aaron Gray,0.566,19.6,4.7,0.3,0.8,0.1,13.0,1.4,2.4,0.566,0.566,0.4,3.1
Sasha Pavlović,0.182,7.3,17.1,-0.1,0.1,-0.065,12.5,0.5,2.8,0.182,0.182,1.5,1.0
Quincy Pondexter,0.482,7.3,5.9,0.2,0.7,0.06,11.1,1.1,2.7,0.406,0.456,0.4,2.8
D.J. Mbenga,0.518,15.9,2.7,0.0,0.6,0.076,8.0,0.6,1.2,0.469,0.469,0.1,1.4
David Andersen,0.484,13.6,4.5,-0.2,0.3,0.012,7.7,1.1,2.6,0.446,0.48,0.2,2.7
Pops Mensah-Bonsu,0.333,19.1,8.0,0.0,0.0,0.013,5.0,0.1,0.4,0.333,0.333,0.3,0.3
Patrick Ewing,0.222,6.4,14.2,-0.1,0.0,-0.158,2.7,0.0,0.7,0.0,0.0,0.3,0.4
Rudy Gay,0.548,9.3,11.6,2.7,2.9,0.123,39.9,7.6,16.1,0.471,0.503,2.8,19.8
Zach Randolph,0.552,20.1,10.2,6.8,3.7,0.185,36.3,8.0,15.8,0.503,0.507,2.2,20.1
Mike Conley,0.521,5.1,28.0,3.4,3.2,0.111,35.5,5.2,11.8,0.444,0.486,6.5,13.7
Marc Gasol,0.58,13.1,11.6,4.0,3.9,0.146,31.9,4.5,8.5,0.527,0.529,2.5,11.7
O.J. Mayo,0.499,5.4,12.1,0.5,1.9,0.062,26.3,4.3,10.5,0.407,0.471,2.0,11.3
Shane Battier,0.53,9.9,7.9,0.5,0.6,0.097,24.2,1.9,4.4,0.426,0.495,1.4,5.0
Tony Allen,0.562,7.7,10.9,2.0,2.7,0.152,20.8,3.5,6.8,0.51,0.514,1.4,8.9
Sam Young,0.525,7.1,6.9,1.1,1.8,0.088,20.2,3.0,6.3,0.472,0.489,0.9,7.3
Darrell Arthur,0.534,12.7,5.4,1.5,2.2,0.113,20.1,3.9,7.8,0.497,0.497,0.7,9.1
Xavier Henry,0.451,4.2,5.0,-0.1,0.3,0.021,13.9,1.7,4.2,0.406,0.413,0.5,4.3
Greivis Vásquez,0.493,5.1,25.3,-0.1,0.7,0.03,12.3,1.4,3.3,0.408,0.461,2.2,3.6
Jason Williams,0.362,3.9,30.8,-0.1,0.1,0.0,11.3,0.8,2.6,0.31,0.362,2.5,1.9
Leon Powe,0.548,10.6,6.0,0.3,0.1,0.142,8.8,1.9,3.8,0.5,0.5,0.3,5.5
Acie Law,0.256,7.0,19.3,-0.4,0.1,-0.138,8.5,0.3,1.7,0.158,0.158,1.3,1.1
Hasheem Thabeet,0.487,12.1,1.4,-0.1,0.5,0.045,8.2,0.4,0.9,0.436,0.436,0.1,1.2
Ish Smith,0.366,2.6,18.8,-0.3,0.1,-0.066,7.5,0.7,2.1,0.344,0.344,1.0,1.8
DeMarre Carroll,0.506,12.3,7.3,0.1,0.0,0.145,5.6,0.6,1.3,0.444,0.444,0.3,1.4
Hamed Haddadi,0.55,24.2,4.8,0.3,0.3,0.164,5.4,1.0,1.9,0.517,0.517,0.2,2.4
Rodney Carney,0.333,12.0,0.0,0.0,0.0,0.071,2.5,0.5,1.5,0.333,0.333,0.0,1.0
Kyle Lowry,0.55,6.8,29.4,5.1,1.8,0.13,34.2,4.6,10.8,0.426,0.506,6.7,13.5
Luis Scola,0.538,14.2,13.7,3.3,2.2,0.11,32.6,7.7,15.3,0.504,0.504,2.5,18.3
Kevin Martin,0.601,5.6,13.0,8.0,1.5,0.175,32.5,6.9,15.8,0.436,0.506,2.5,23.5
Shane Battier,0.577,8.8,12.1,2.3,1.7,0.105,30.8,3.2,6.9,0.456,0.564,2.6,8.6
Chuck Hayes,0.554,16.3,14.3,3.9,2.4,0.146,28.1,3.3,6.3,0.527,0.527,2.7,7.9
Aaron Brooks,0.465,3.6,25.2,0.1,0.3,0.023,23.9,3.9,11.4,0.346,0.408,3.8,11.6
Chase Budinger,0.534,9.2,11.5,2.2,1.2,0.095,22.3,3.6,8.4,0.425,0.493,1.6,9.8
Courtney Lee,0.534,6.9,8.9,1.6,1.1,0.076,21.3,3.1,7.1,0.439,0.501,1.2,8.3
Yao Ming,0.579,16.8,7.3,0.2,0.1,0.147,18.2,3.6,7.4,0.486,0.486,0.8,10.2
Goran Dragić,0.604,8.4,22.7,0.9,0.3,0.157,17.2,2.7,5.7,0.472,0.584,2.5,7.7
Brad Miller,0.566,12.4,21.4,2.0,1.0,0.142,16.9,2.2,4.9,0.446,0.514,2.4,6.4
Patrick Patterson,0.574,13.1,7.6,1.7,0.7,0.134,16.7,2.9,5.1,0.558,0.558,0.8,6.3
Jordan Hill,0.521,15.4,4.0,0.8,1.0,0.079,15.6,2.4,4.9,0.491,0.491,0.4,5.6
Ish Smith,0.423,7.2,27.8,-0.2,0.3,0.002,11.8,1.1,3.0,0.386,0.404,2.3,2.6
Jermaine Taylor,0.563,6.6,4.4,0.0,0.1,0.027,9.6,2.0,4.0,0.5,0.531,0.3,4.9
Jared Jeffries,0.334,14.4,11.1,0.0,0.1,0.042,7.7,0.6,2.0,0.306,0.319,0.6,1.5
Terrence Williams,0.416,10.1,13.2,-0.2,0.1,-0.08,7.6,1.3,3.8,0.333,0.357,0.6,3.5
Mike Harris,0.515,17.7,10.2,0.0,0.0,0.102,4.0,0.8,1.5,0.5,0.5,0.3,2.0
DeMarre Carroll,0.0,0.0,22.8,0.0,0.0,-0.214,2.2,0.0,0.6,0.0,0.0,0.4,0.0
Hasheem Thabeet,0.0,0.0,0.0,0.0,0.0,-0.179,2.0,0.0,0.5,0.0,0.0,0.0,0.0
