,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Corky Calhoun,0.506,9.0,5.8,1.0,1.5,0.066,23.9,2.3,4.8,0.467,0.467,1.1,5.4
Donnie Freeman,0.497,5.8,16.0,1.5,0.9,0.078,23.1,4.1,9.5,0.434,0.434,2.7,10.8
Cazzie Russell,0.504,5.4,11.2,2.2,0.9,0.09,22.0,5.0,10.8,0.463,0.463,1.6,11.8
Ron Williams,0.452,5.8,16.8,0.0,0.1,0.023,17.6,1.9,4.8,0.395,0.395,2.3,4.9
Stu Lantz,0.514,5.6,11.1,0.6,0.5,0.059,16.1,1.6,3.8,0.417,0.417,1.4,4.7
Kermit Washington,0.517,16.1,5.0,0.2,0.7,0.087,13.7,1.1,2.5,0.433,0.433,0.6,3.4
Pat Riley,0.384,6.3,0.0,-0.1,0.0,-0.093,11.5,2.5,6.5,0.385,0.385,0.0,5.5
Cliff Meely,0.492,15.5,8.6,0.0,0.2,0.071,7.0,1.0,2.6,0.392,0.392,0.5,3.2
Walt Wesley,0.532,6.8,18.9,0.0,0.0,0.042,7.0,1.0,2.0,0.5,0.5,1.0,4.0
Jim McDaniels,0.429,14.7,8.5,-0.1,0.3,0.037,6.9,1.2,2.9,0.402,0.402,0.4,2.6
John Roche,0.254,2.8,13.7,-0.2,0.0,-0.151,3.5,0.2,0.9,0.214,0.214,0.4,0.5
C.J. Kupec,0.301,20.0,12.7,-0.3,0.1,-0.198,3.4,0.6,2.5,0.25,0.25,0.3,1.7
Sidney Wicks,0.528,11.9,11.9,4.2,2.9,0.112,38.5,7.3,15.2,0.483,0.483,3.1,19.1
Geoff Petrie,0.515,3.4,19.7,3.1,1.4,0.086,35.5,7.5,16.3,0.461,0.461,4.6,18.9
Lloyd Neal,0.517,12.9,7.5,1.8,2.9,0.097,34.1,6.4,13.3,0.481,0.481,1.7,15.5
Bill Walton,0.494,20.6,19.7,0.7,3.1,0.109,33.1,6.8,14.4,0.471,0.471,4.3,16.1
Larry Steele,0.539,6.3,18.6,1.9,2.9,0.096,29.4,4.0,8.0,0.495,0.495,4.0,9.9
Lionel Hollins,0.472,4.7,23.1,-0.4,2.2,0.047,25.6,4.2,10.0,0.421,0.421,4.1,10.8
John Johnson,0.526,9.6,14.0,0.2,0.2,0.101,23.6,4.6,9.8,0.466,0.466,2.2,11.7
Steve Hawes,0.536,18.0,10.7,1.6,1.8,0.121,20.6,2.9,5.9,0.497,0.497,1.6,7.2
Bob Gross,0.557,10.6,15.3,1.8,1.9,0.123,19.4,2.8,5.3,0.523,0.523,2.1,6.8
LaRue Martin,0.409,17.8,10.9,-1.1,1.1,0.004,14.1,1.7,4.8,0.361,0.361,1.1,4.4
Steve Jones,0.491,4.7,11.6,0.3,0.5,0.047,12.8,2.6,5.9,0.442,0.442,1.0,6.5
Dan Anderson,0.546,5.2,19.2,0.7,0.4,0.086,11.8,1.7,3.5,0.486,0.486,1.6,4.4
Barry Clemens,0.54,8.1,10.5,0.6,0.5,0.116,9.0,1.4,2.9,0.49,0.49,0.7,3.5
Greg Lee,0.615,2.9,38.9,0.0,0.0,0.041,7.0,0.4,0.8,0.5,0.5,2.2,1.2
Greg Smith,0.0,0.0,0.0,0.0,0.0,-0.709,3.0,0.0,1.0,0.0,0.0,0.0,0.0
